Flight Distance,Mean,Median,Variance,Standard deviation,Standard error,,,,,,,,,,Q1,Q3,IQR,Lower fence,Upper fence,outlier status
1313,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
3784,,,,,,,,,,,,,,,,,,,,Outlier
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
3243,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
3683,,,,,,,,,,,,,,,,,,,,Normal
2366,,,,,,,,,,,,,,,,,,,,Normal
3845,,,,,,,,,,,,,,,,,,,,Outlier
1126,,,,,,,,,,,,,,,,,,,,Normal
3823,,,,,,,,,,,,,,,,,,,,Outlier
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
2875,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1517,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1623,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1602,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
3328,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1487,,,,,,,,,,,,,,,,,,,,Normal
3612,,,,,,,,,,,,,,,,,,,,Normal
2572,,,,,,,,,,,,,,,,,,,,Normal
1660,,,,,,,,,,,,,,,,,,,,Normal
3875,,,,,,,,,,,,,,,,,,,,Outlier
1242,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
2000,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
2521,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1679,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1930,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
3091,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1548,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1859,,,,,,,,,,,,,,,,,,,,Normal
1112,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
2772,,,,,,,,,,,,,,,,,,,,Normal
2206,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
2572,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
2257,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
2603,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
2887,,,,,,,,,,,,,,,,,,,,Normal
2249,,,,,,,,,,,,,,,,,,,,Normal
3143,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
3620,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
3962,,,,,,,,,,,,,,,,,,,,Outlier
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
3006,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
3351,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
3436,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
2215,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
2337,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
2436,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
3003,,,,,,,,,,,,,,,,,,,,Normal
3038,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
3814,,,,,,,,,,,,,,,,,,,,Outlier
1464,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
810,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
3182,,,,,,,,,,,,,,,,,,,,Normal
1926,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
2756,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
3936,,,,,,,,,,,,,,,,,,,,Outlier
1431,,,,,,,,,,,,,,,,,,,,Normal
2286,,,,,,,,,,,,,,,,,,,,Normal
2806,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
2334,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
3768,,,,,,,,,,,,,,,,,,,,Outlier
1188,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1548,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
2976,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
2210,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
3847,,,,,,,,,,,,,,,,,,,,Outlier
2005,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1877,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1103,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1574,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1503,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
3594,,,,,,,,,,,,,,,,,,,,Normal
3859,,,,,,,,,,,,,,,,,,,,Outlier
835,,,,,,,,,,,,,,,,,,,,Normal
726,,,,,,,,,,,,,,,,,,,,Normal
1722,,,,,,,,,,,,,,,,,,,,Normal
835,,,,,,,,,,,,,,,,,,,,Normal
771,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
835,,,,,,,,,,,,,,,,,,,,Normal
835,,,,,,,,,,,,,,,,,,,,Normal
835,,,,,,,,,,,,,,,,,,,,Normal
1064,,,,,,,,,,,,,,,,,,,,Normal
771,,,,,,,,,,,,,,,,,,,,Normal
1064,,,,,,,,,,,,,,,,,,,,Normal
1031,,,,,,,,,,,,,,,,,,,,Normal
1766,,,,,,,,,,,,,,,,,,,,Normal
3894,,,,,,,,,,,,,,,,,,,,Outlier
805,,,,,,,,,,,,,,,,,,,,Normal
2327,,,,,,,,,,,,,,,,,,,,Normal
771,,,,,,,,,,,,,,,,,,,,Normal
2921,,,,,,,,,,,,,,,,,,,,Normal
842,,,,,,,,,,,,,,,,,,,,Normal
835,,,,,,,,,,,,,,,,,,,,Normal
1506,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
835,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1578,,,,,,,,,,,,,,,,,,,,Normal
1064,,,,,,,,,,,,,,,,,,,,Normal
1031,,,,,,,,,,,,,,,,,,,,Normal
788,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1313,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
2282,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
3896,,,,,,,,,,,,,,,,,,,,Outlier
3398,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1242,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
3366,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
2748,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
3217,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
3954,,,,,,,,,,,,,,,,,,,,Outlier
2091,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
2494,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1431,,,,,,,,,,,,,,,,,,,,Normal
771,,,,,,,,,,,,,,,,,,,,Normal
1031,,,,,,,,,,,,,,,,,,,,Normal
771,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1188,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1438,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1126,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1464,,,,,,,,,,,,,,,,,,,,Normal
1205,,,,,,,,,,,,,,,,,,,,Normal
1235,,,,,,,,,,,,,,,,,,,,Normal
1171,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
816,,,,,,,,,,,,,,,,,,,,Normal
297,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
297,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
1797,,,,,,,,,,,,,,,,,,,,Normal
2136,,,,,,,,,,,,,,,,,,,,Normal
2136,,,,,,,,,,,,,,,,,,,,Normal
2136,,,,,,,,,,,,,,,,,,,,Normal
2136,,,,,,,,,,,,,,,,,,,,Normal
2136,,,,,,,,,,,,,,,,,,,,Normal
2136,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
495,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
1995,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
1076,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2239,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2446,,,,,,,,,,,,,,,,,,,,Normal
1086,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2586,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2446,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
2475,,,,,,,,,,,,,,,,,,,,Normal
